vendor_id,total_orders,accepted_orders,avg_rating,cancellation_rate,complaints_count,performance
659,285,29,3.0,0.12,16,Poor
660,438,185,4.7,0.38,81,Poor
661,3087,1584,4.9,0.44,71,Poor
662,4908,4898,3.7,0.14,50,Average
663,1898,1130,2.8,0.05,51,Poor
664,4769,4650,4.5,0.13,11,Average
665,2864,229,4.2,0.05,80,Average
666,3424,2113,3.4,0.16,94,Poor
667,3328,1583,4.7,0.27,0,Poor
668,1302,45,4.9,0.49,10,Poor
669,4031,3357,3.9,0.2,15,Poor
670,4723,194,3.9,0.11,91,Average
671,2172,1559,3.2,0.08,8,Poor
672,4580,1354,4.0,0.09,7,Average
673,2200,341,3.6,0.1,24,Average
674,4909,4170,3.3,0.38,73,Poor
675,1379,1199,2.7,0.03,39,Poor
676,1408,687,3.1,0.5,66,Poor
677,2532,2214,3.0,0.26,22,Poor
678,4592,2087,3.9,0.27,61,Poor
679,2067,1312,4.0,0.18,22,Average
680,1381,352,4.0,0.35,43,Poor
681,4394,3011,3.5,0.24,55,Poor
682,4311,930,3.6,0.16,67,Average
683,1408,420,4.6,0.13,22,Average
684,4687,969,3.7,0.46,8,Poor
685,4904,2095,5.0,0.15,3,Average
686,3227,2534,3.6,0.22,33,Poor
687,2178,1930,4.1,0.18,81,Average
688,2230,120,2.6,0.04,33,Poor
689,4942,4666,4.1,0.09,97,Average
690,187,53,4.6,0.09,41,Average
691,3522,2420,4.9,0.35,2,Poor
692,2882,1725,5.0,0.2,82,Poor
693,3629,2363,3.2,0.39,33,Poor
694,3081,372,3.9,0.35,89,Poor
695,4214,2975,3.6,0.1,98,Average
696,2643,1038,3.9,0.28,94,Poor
697,4350,1199,2.9,0.37,42,Poor
698,3868,1117,4.6,0.32,90,Poor
699,4188,3556,4.8,0.3,66,Poor
700,3873,3181,3.6,0.37,36,Poor
701,4092,3670,3.2,0.03,11,Poor
702,1956,474,2.9,0.37,86,Poor
703,810,767,4.2,0.14,80,Average
704,3495,2779,3.3,0.29,15,Poor
705,949,351,4.8,0.12,61,Average
706,4505,996,4.2,0.42,16,Poor
707,2997,1391,4.1,0.24,14,Poor
708,1769,252,3.9,0.32,25,Poor
709,330,285,2.6,0.4,44,Poor
710,3316,3091,4.8,0.45,1,Poor
711,1937,121,4.1,0.37,16,Poor
712,3316,972,5.0,0.07,64,Average
713,716,500,3.8,0.43,93,Poor
714,4238,127,4.3,0.31,95,Poor
715,721,184,2.6,0.3,29,Poor
716,2019,992,4.1,0.46,67,Poor
717,4206,1646,4.4,0.12,43,Average
718,3172,723,4.4,0.12,95,Average
719,4749,894,4.4,0.26,59,Poor
720,4827,3829,3.1,0.38,98,Poor
721,3950,2431,4.9,0.22,0,Poor
722,573,79,5.0,0.32,18,Poor
723,2443,1293,2.7,0.23,32,Poor
724,3167,579,4.8,0.31,82,Poor
725,2643,136,3.2,0.41,35,Poor
726,2018,1782,4.2,0.09,90,Average
727,1803,893,3.3,0.35,76,Poor
728,2346,987,4.9,0.39,90,Poor
729,2311,1588,2.8,0.22,77,Poor
730,2336,63,3.7,0.16,23,Average
731,4252,528,3.6,0.01,98,Average
732,2928,2031,3.3,0.4,82,Poor
733,4193,3459,4.1,0.16,24,Average
734,3694,1335,2.8,0.18,10,Poor
735,4482,936,4.3,0.17,8,Average
736,2105,818,5.0,0.25,5,Poor
737,4770,1780,4.5,0.35,57,Poor
738,1326,305,4.7,0.39,99,Poor
739,2816,2751,3.4,0.2,28,Poor
740,352,31,3.3,0.33,72,Poor
741,688,140,3.8,0.36,96,Poor
742,105,68,2.6,0.15,86,Poor
743,4871,3755,4.9,0.05,78,Average
744,575,207,2.9,0.45,10,Poor
745,4619,926,4.8,0.34,22,Poor
746,4173,4128,2.7,0.32,25,Poor
747,2175,622,4.6,0.03,0,Excellent
748,3337,219,2.9,0.41,93,Poor
749,414,93,2.6,0.28,80,Poor
750,4671,1811,4.3,0.42,46,Poor
751,1696,1499,3.2,0.49,40,Poor
752,968,467,4.3,0.48,22,Poor
753,2847,1831,3.9,0.43,99,Poor
754,1581,860,2.8,0.01,4,Poor
755,3395,3162,4.8,0.44,98,Poor
756,1956,609,3.6,0.04,49,Average
757,3136,1173,4.3,0.43,8,Poor
758,4630,2110,3.8,0.14,3,Average
759,2125,539,4.0,0.31,70,Poor
760,763,32,3.3,0.02,64,Poor
761,1112,744,3.0,0.39,79,Poor
762,2026,642,3.9,0.06,56,Average
763,1346,1007,3.6,0.21,24,Poor
764,175,54,3.5,0.41,57,Poor
765,4682,2602,4.2,0.35,5,Poor
766,3646,2369,4.2,0.0,13,Good
767,3333,546,2.6,0.2,62,Poor
768,1653,1616,3.3,0.02,74,Poor
769,116,95,3.5,0.34,64,Poor
770,282,86,2.7,0.48,51,Poor
771,2206,1557,3.1,0.33,64,Poor
772,1219,1215,2.6,0.11,99,Poor
773,2208,2020,5.0,0.18,7,Average
774,4256,2351,4.3,0.49,95,Poor
775,1543,494,2.7,0.11,96,Poor
776,4768,3705,2.6,0.28,7,Poor
777,4057,651,4.3,0.2,13,Poor
778,2522,722,3.6,0.38,23,Poor
779,2710,2476,4.5,0.43,63,Poor
780,2789,1001,4.8,0.17,92,Average
781,1811,1347,4.0,0.33,24,Poor
782,3564,1978,3.0,0.27,5,Poor
783,2025,578,4.5,0.14,0,Average
784,2412,241,4.9,0.14,86,Average
785,926,552,4.0,0.27,32,Poor
786,3862,2225,4.2,0.08,13,Good
787,3498,367,3.3,0.41,62,Poor
788,1362,1202,3.5,0.03,55,Poor
789,1510,908,4.3,0.05,61,Average
790,2759,941,4.8,0.17,27,Average
791,2374,1278,4.1,0.06,28,Average
792,1783,681,4.5,0.24,22,Poor
793,1655,424,2.9,0.2,43,Poor
794,2613,1300,3.0,0.36,37,Poor
795,3471,696,3.8,0.48,48,Poor
796,3567,608,2.9,0.38,42,Poor
797,2447,1640,4.1,0.09,9,Good
798,3785,2625,3.2,0.47,26,Poor
799,2920,2546,4.5,0.2,7,Poor
800,1210,506,4.5,0.24,67,Poor
801,4904,1614,3.7,0.21,84,Poor
802,292,73,3.0,0.14,84,Poor
803,2640,2591,4.1,0.45,29,Poor
804,1113,723,5.0,0.17,12,Average
805,4374,2888,4.1,0.29,57,Poor
806,2645,877,2.6,0.12,2,Poor
807,969,280,2.5,0.4,83,Poor
808,55,28,3.3,0.39,99,Poor
809,517,193,3.0,0.15,4,Poor
810,4220,1265,4.5,0.34,21,Poor
811,53,45,4.6,0.35,57,Poor
812,695,584,3.1,0.28,65,Poor
813,167,128,3.3,0.3,88,Poor
814,2978,560,3.1,0.29,39,Poor
815,2601,1062,4.8,0.04,87,Average
816,4339,834,3.8,0.34,4,Poor
817,896,411,4.1,0.23,15,Poor
818,2812,1672,3.5,0.22,14,Poor
819,1191,637,4.1,0.43,76,Poor
820,1860,438,3.5,0.01,74,Poor
821,773,328,3.3,0.13,79,Poor
822,274,246,4.1,0.06,17,Good
823,4677,883,4.0,0.02,88,Average
824,4258,205,3.2,0.14,46,Poor
825,4704,4376,2.9,0.49,3,Poor
826,2098,1571,3.4,0.14,52,Poor
827,4799,2227,3.5,0.33,57,Poor
828,4465,781,4.1,0.06,84,Average
829,1623,243,4.8,0.3,74,Poor
830,1878,1299,2.6,0.49,57,Poor
831,1967,199,3.1,0.15,58,Poor
832,4284,3714,3.0,0.42,33,Poor
833,2076,1556,3.8,0.5,29,Poor
834,3794,2125,3.6,0.29,53,Poor
835,951,112,4.3,0.15,67,Average
836,4835,2790,3.1,0.34,77,Poor
837,2089,1983,4.0,0.42,74,Poor
838,59,59,4.7,0.09,67,Average
839,310,281,4.8,0.23,25,Poor
840,1723,1407,4.9,0.16,2,Average
841,2269,634,4.4,0.14,56,Average
842,2110,581,4.8,0.43,36,Poor
843,3763,2441,3.1,0.21,37,Poor
844,1669,641,3.0,0.17,40,Poor
845,370,107,2.5,0.3,3,Poor
846,1392,1063,4.3,0.11,25,Average
847,2426,1033,4.8,0.11,38,Average
848,2882,2081,3.0,0.26,41,Poor
849,2874,2200,4.1,0.2,10,Poor
850,2044,1980,4.4,0.15,10,Average
851,3008,1077,4.8,0.03,53,Average
852,2088,611,4.1,0.26,37,Poor
853,3540,602,4.9,0.41,19,Poor
854,3727,3246,3.4,0.43,25,Poor
855,1168,1121,3.4,0.12,75,Poor
856,1654,1215,3.9,0.3,92,Poor
857,4077,308,3.5,0.43,13,Poor
858,285,52,2.5,0.2,49,Poor
859,2019,1855,4.3,0.47,24,Poor
860,4479,3879,4.4,0.45,54,Poor
861,1958,1032,4.4,0.1,50,Average
862,425,386,3.4,0.13,89,Poor
863,3580,1463,3.8,0.09,9,Average
864,2685,26,3.4,0.1,13,Poor
865,1620,1203,2.5,0.45,4,Poor
866,2610,259,3.9,0.47,56,Poor
867,3441,2006,2.8,0.03,21,Poor
868,3015,1466,2.7,0.3,74,Poor
869,3693,2603,4.4,0.28,28,Poor
870,3900,1769,2.5,0.2,6,Poor
871,922,89,4.9,0.32,17,Poor
872,1302,235,3.8,0.47,30,Poor
873,1364,1147,5.0,0.09,42,Average
874,4870,1097,2.6,0.06,83,Poor
875,2948,2873,4.0,0.02,34,Average
876,127,93,3.4,0.18,70,Poor
877,2671,867,4.6,0.17,93,Average
878,4277,2896,3.4,0.22,3,Poor
879,650,217,3.2,0.25,50,Poor
880,1115,915,4.6,0.38,93,Poor
881,2186,715,3.4,0.2,29,Poor
882,2499,46,2.5,0.17,93,Poor
883,2393,2385,3.5,0.41,52,Poor
884,1913,1317,4.1,0.42,81,Poor
885,1368,384,3.1,0.12,73,Poor
886,4761,3194,3.6,0.16,13,Average
887,3647,979,2.6,0.41,35,Poor
888,3812,1546,4.0,0.04,86,Average
889,4720,392,4.4,0.16,11,Average
890,2240,1969,3.5,0.22,75,Poor
891,1042,264,3.6,0.09,33,Average
892,2762,1860,2.7,0.09,25,Poor
893,2242,1696,3.0,0.21,5,Poor
894,1298,497,2.9,0.38,52,Poor
895,3104,144,3.7,0.42,14,Poor
896,4648,2773,3.8,0.49,18,Poor
897,4083,1939,4.9,0.04,46,Average
898,2047,1655,2.7,0.11,86,Poor
899,4966,1445,4.0,0.38,99,Poor
900,3737,1560,3.8,0.27,76,Poor
901,2201,550,3.8,0.16,94,Average
902,4068,3773,4.7,0.1,60,Average
903,3160,2853,3.0,0.14,89,Poor
904,2020,273,2.6,0.21,51,Poor
905,247,140,4.2,0.09,17,Good
906,2676,680,3.4,0.48,59,Poor
907,1252,1080,2.5,0.05,46,Poor
908,2085,1385,3.1,0.49,56,Poor
909,527,32,3.3,0.42,32,Poor
910,1304,1226,4.0,0.21,31,Poor
911,972,676,2.9,0.37,3,Poor
912,469,284,3.5,0.34,40,Poor
913,2254,2155,3.7,0.11,18,Average
914,2647,2113,3.6,0.17,6,Average
915,1170,1162,4.9,0.26,98,Poor
916,3118,3000,2.6,0.32,25,Poor
917,1000,550,4.9,0.27,86,Poor
918,2386,1775,4.0,0.24,97,Poor
919,2293,1985,4.5,0.22,50,Poor
920,2695,764,3.6,0.25,55,Poor
921,1907,1649,3.6,0.22,70,Poor
922,4662,782,4.7,0.27,74,Poor
923,1915,781,4.7,0.44,50,Poor
924,2962,813,3.1,0.32,7,Poor
925,2903,763,3.0,0.36,12,Poor
926,4960,3977,3.7,0.3,31,Poor
927,3278,1551,4.8,0.32,33,Poor
928,3769,577,3.3,0.29,17,Poor
929,3278,2014,4.1,0.01,78,Average
930,2421,545,4.3,0.5,54,Poor
931,2941,2664,4.4,0.02,42,Average
932,3806,859,3.9,0.2,23,Poor
933,4275,22,3.5,0.05,20,Poor
934,144,47,4.9,0.05,17,Good
935,2724,1424,4.0,0.4,13,Poor
936,2005,176,4.3,0.21,52,Poor
937,843,530,3.4,0.4,18,Poor
938,1884,1376,4.2,0.14,76,Average
939,2166,706,3.1,0.13,56,Poor
940,4156,1157,3.1,0.13,63,Poor
941,3375,1432,4.3,0.31,79,Poor
942,2969,1530,3.8,0.41,1,Poor
943,2647,590,4.2,0.23,56,Poor
944,3255,734,3.2,0.19,33,Poor
945,4857,2306,4.0,0.49,48,Poor
946,864,253,3.6,0.06,89,Average
947,395,322,4.0,0.24,53,Poor
948,2399,1010,3.2,0.2,21,Poor
949,412,160,4.3,0.05,83,Average
950,2493,353,4.5,0.13,92,Average
951,2315,2180,3.1,0.01,81,Poor
952,2238,1664,3.3,0.44,92,Poor
953,3055,381,4.2,0.3,43,Poor
954,3331,1900,4.2,0.41,90,Poor
955,1034,820,4.3,0.26,34,Poor
956,1689,116,4.2,0.3,28,Poor
957,877,866,3.5,0.35,5,Poor
958,2780,2083,3.5,0.45,36,Poor
959,3581,2623,3.1,0.05,88,Poor
960,4501,1997,2.9,0.17,84,Poor
961,2985,395,4.2,0.35,57,Poor
962,3926,761,2.7,0.48,63,Poor
963,176,153,4.8,0.49,30,Poor
964,3227,2687,4.6,0.32,49,Poor
965,3106,1260,4.6,0.1,79,Average
966,653,418,4.8,0.06,59,Average
967,3499,3351,3.5,0.47,13,Poor
968,4196,2387,4.6,0.22,69,Poor
969,3583,2263,2.9,0.1,10,Poor
970,3417,437,2.6,0.47,26,Poor
971,3418,626,4.5,0.05,68,Average
972,3847,587,2.7,0.36,78,Poor
973,1842,563,5.0,0.31,37,Poor
974,2911,2298,4.2,0.04,61,Average
975,3526,903,4.4,0.17,52,Average
976,3467,2588,3.1,0.07,79,Poor
977,1695,722,4.2,0.3,17,Poor
978,1255,1243,2.6,0.24,96,Poor
979,3080,2913,4.6,0.0,98,Average
980,2922,2740,2.9,0.49,51,Poor
981,3122,1642,4.2,0.17,23,Average
982,1904,40,3.1,0.13,98,Poor
983,4071,3402,2.7,0.11,6,Poor
984,4712,3729,3.7,0.08,13,Average
985,2758,1806,2.9,0.5,49,Poor
986,3552,1639,4.3,0.15,93,Average
987,1382,390,3.1,0.2,23,Poor
988,251,67,3.4,0.44,78,Poor
989,3557,1934,3.9,0.32,12,Poor
990,4262,97,3.2,0.18,18,Poor
991,624,561,3.4,0.45,28,Poor
992,586,304,4.5,0.37,21,Poor
993,1675,667,2.9,0.11,1,Poor
994,2172,572,2.7,0.32,76,Poor
995,435,301,3.3,0.46,35,Poor
996,3331,1301,3.6,0.25,37,Poor
997,524,330,3.9,0.37,17,Poor
998,467,379,3.4,0.49,50,Poor
999,3650,2507,4.5,0.35,14,Poor
1000,1004,289,2.6,0.05,98,Poor
1001,4908,2813,3.6,0.12,51,Average
1002,1255,123,3.5,0.3,16,Poor
1003,4809,2796,4.1,0.14,76,Average
1004,4170,1616,4.9,0.48,21,Poor
1005,2040,499,3.8,0.2,53,Poor
1006,4855,3332,5.0,0.23,51,Poor
1007,3622,2080,3.3,0.35,84,Poor
1008,4430,3238,2.6,0.26,89,Poor
1009,4208,1983,2.9,0.19,45,Poor
1010,4807,2162,3.5,0.04,3,Poor
1011,2763,2360,3.3,0.3,6,Poor
1012,2253,2092,2.7,0.43,9,Poor
1013,3170,1315,3.6,0.34,14,Poor
1014,1016,524,3.3,0.19,25,Poor
1015,4994,958,2.8,0.06,79,Poor
1016,3482,781,3.2,0.41,39,Poor
1017,738,106,4.7,0.47,97,Poor
1018,4293,1689,3.3,0.19,60,Poor
1019,3751,3052,4.3,0.36,80,Poor
1020,391,298,4.0,0.21,15,Poor
1021,1774,657,3.6,0.25,97,Poor
1022,4472,3919,3.1,0.42,92,Poor
1023,1842,510,3.4,0.04,17,Poor
1024,1809,1184,4.0,0.27,74,Poor
1025,3262,1146,3.4,0.11,75,Poor
1026,1039,245,3.0,0.17,1,Poor
1027,2312,1945,2.8,0.32,53,Poor
1028,2532,594,4.7,0.01,17,Good
1029,1001,313,3.6,0.3,53,Poor
1030,772,325,4.1,0.14,37,Average
1031,3439,1297,3.7,0.33,96,Poor
1032,2129,1223,4.7,0.07,72,Average
1033,2767,59,3.9,0.37,14,Poor
1034,2382,539,3.7,0.32,63,Poor
1035,3426,1659,4.8,0.49,91,Poor
1036,4574,2303,4.3,0.46,7,Poor
1037,1550,482,2.8,0.14,45,Poor
1038,335,247,2.9,0.01,99,Poor
1039,3545,1868,4.5,0.33,38,Poor
1040,2115,502,4.6,0.3,51,Poor
1041,818,449,3.9,0.01,7,Average
1042,3107,362,3.9,0.06,49,Average
1043,4339,1482,4.1,0.29,49,Poor
1044,2211,1222,3.6,0.46,82,Poor
1045,3343,1641,4.2,0.45,67,Poor
1046,996,152,2.8,0.08,26,Poor
1047,4976,2418,4.9,0.19,76,Average
1048,3385,2573,4.4,0.02,37,Average
1049,4200,3555,4.1,0.23,20,Poor
1050,4945,2897,3.3,0.38,89,Poor
1051,4923,2410,2.9,0.39,44,Poor
1052,1531,1323,3.5,0.25,57,Poor
1053,1951,885,4.2,0.05,22,Average
1054,3501,3354,4.1,0.19,53,Average
1055,4114,1209,3.5,0.47,29,Poor
1056,104,56,4.0,0.11,94,Average
1057,1873,1552,4.5,0.16,94,Average
1058,3512,1623,2.6,0.37,15,Poor
1059,3129,1213,3.6,0.37,51,Poor
1060,882,617,4.4,0.46,40,Poor
1061,4458,664,3.9,0.19,70,Average
1062,2856,467,4.1,0.26,80,Poor
1063,2540,783,3.8,0.23,23,Poor
1064,377,34,5.0,0.46,19,Poor
1065,3360,754,2.6,0.38,26,Poor
1066,3350,3292,3.7,0.42,1,Poor
1067,3725,1662,2.7,0.07,59,Poor
1068,3104,2317,2.9,0.4,50,Poor
1069,2193,620,3.5,0.22,0,Poor
1070,1361,144,2.9,0.01,97,Poor
1071,3241,2180,4.9,0.03,90,Average
1072,2588,1000,4.9,0.34,5,Poor
1073,4033,3228,3.3,0.19,37,Poor
1074,4597,3769,4.1,0.43,53,Poor
1075,214,169,3.8,0.37,59,Poor
1076,4327,2942,4.5,0.01,26,Average
1077,872,362,4.1,0.34,79,Poor
1078,993,964,2.5,0.1,61,Poor
1079,4475,599,4.4,0.21,62,Poor
1080,824,752,4.4,0.31,98,Poor
1081,2248,802,3.8,0.44,90,Poor
1082,3206,2388,4.8,0.23,34,Poor
1083,4292,3952,4.8,0.4,57,Poor
1084,3745,551,3.8,0.39,60,Poor
1085,3502,3380,4.0,0.21,35,Poor
1086,964,508,5.0,0.25,91,Poor
1087,1358,511,3.2,0.35,55,Poor
1088,4227,1120,3.3,0.02,66,Poor
1089,563,411,3.0,0.45,56,Poor
1090,1970,1455,4.7,0.38,40,Poor
1091,3644,2240,4.4,0.12,30,Average
1092,4891,236,2.8,0.49,2,Poor
1093,1459,395,5.0,0.09,37,Average
1094,4852,1629,4.3,0.46,52,Poor
1095,4616,4126,4.6,0.16,51,Average
1096,3240,3103,2.6,0.38,23,Poor
1097,4541,2959,3.8,0.23,25,Poor
1098,1605,454,4.2,0.37,91,Poor
1099,854,703,3.9,0.08,72,Average
1100,1329,837,4.2,0.13,36,Average
1101,3627,3464,4.5,0.05,90,Average
1102,2951,1316,3.4,0.43,47,Poor
1103,1437,950,4.6,0.15,66,Average
1104,4738,4016,2.9,0.35,40,Poor
1105,2811,710,3.2,0.41,48,Poor
1106,2729,1619,2.6,0.45,27,Poor
1107,2156,1552,3.4,0.05,31,Poor
1108,4273,1175,3.4,0.45,98,Poor
1109,4881,2386,4.5,0.1,70,Average
1110,2818,1992,4.1,0.37,70,Poor
1111,4003,1896,3.6,0.36,84,Poor
1112,3236,2688,4.1,0.0,31,Average
1113,3330,804,2.6,0.11,37,Poor
1114,2623,416,3.0,0.25,19,Poor
1115,4666,1101,4.1,0.21,7,Poor
1116,2649,1523,4.1,0.46,67,Poor
1117,4083,4024,4.4,0.18,25,Average
1118,286,98,3.5,0.47,78,Poor
1119,1354,479,4.3,0.23,69,Poor
1120,3480,2128,4.2,0.48,47,Poor
1121,1351,388,4.9,0.37,95,Poor
1122,2591,565,3.0,0.41,68,Poor
1123,2101,516,3.9,0.05,45,Average
1124,491,39,4.0,0.29,57,Poor
1125,2126,1112,5.0,0.07,69,Average
1126,3230,2228,3.0,0.15,66,Poor
1127,2707,1657,3.8,0.31,28,Poor
1128,3848,737,3.4,0.36,82,Poor
1129,854,164,3.8,0.02,9,Average
1130,124,76,3.1,0.27,70,Poor
1131,2225,1428,2.6,0.28,64,Poor
1132,3974,288,3.9,0.04,64,Average
1133,2139,1966,3.3,0.25,16,Poor
1134,90,89,3.0,0.36,21,Poor
1135,2131,1561,3.3,0.03,99,Poor
1136,4733,2417,2.6,0.38,13,Poor
1137,1672,129,4.9,0.29,5,Poor
1138,391,157,4.0,0.42,29,Poor
1139,4102,2118,4.5,0.11,46,Average
1140,2124,1519,3.6,0.42,96,Poor
1141,695,106,4.8,0.05,19,Good
1142,4876,615,3.7,0.2,15,Poor
1143,4313,998,3.9,0.1,67,Average
1144,659,61,3.7,0.44,33,Poor
1145,504,238,4.3,0.35,0,Poor
1146,3003,76,3.9,0.01,76,Average
1147,1758,757,3.2,0.0,47,Poor
1148,3522,2263,2.9,0.15,7,Poor
1149,3019,1803,4.0,0.07,21,Average
1150,3078,1721,3.7,0.32,67,Poor
1151,4847,1306,2.7,0.33,33,Poor
1152,2731,131,3.5,0.47,59,Poor
1153,3679,2832,3.8,0.48,44,Poor
1154,4275,1221,4.6,0.33,36,Poor
1155,3117,967,2.7,0.0,22,Poor
1156,1436,45,3.4,0.18,83,Poor
1157,3826,2477,4.6,0.26,23,Poor
1158,2916,777,4.1,0.25,90,Poor
1159,4838,3408,3.2,0.3,12,Poor
1160,3413,1575,4.6,0.48,68,Poor
1161,4939,1861,3.7,0.44,79,Poor
1162,4174,3555,3.7,0.05,59,Average
1163,198,100,4.9,0.13,37,Average
1164,3900,681,4.9,0.42,47,Poor
1165,2108,928,3.4,0.41,92,Poor
1166,1186,415,2.9,0.14,25,Poor
1167,236,29,3.3,0.37,85,Poor
1168,2904,1876,2.6,0.34,87,Poor
1169,1300,945,2.6,0.24,76,Poor
1170,1383,283,3.5,0.1,84,Poor
1171,4243,809,4.9,0.44,0,Poor
1172,4200,191,4.7,0.34,3,Poor
1173,2761,284,3.8,0.08,66,Average
1174,4903,2006,3.9,0.35,86,Poor
1175,4551,1905,2.5,0.37,79,Poor
1176,1835,495,3.0,0.44,12,Poor
1177,800,375,2.6,0.11,38,Poor
1178,1812,1069,4.4,0.49,30,Poor
1179,3970,53,2.9,0.08,23,Poor
1180,4510,2331,4.7,0.3,78,Poor
1181,531,157,4.1,0.33,4,Poor
1182,203,67,3.1,0.21,48,Poor
1183,1574,894,2.9,0.24,85,Poor
1184,2170,773,4.1,0.45,85,Poor
1185,2393,585,4.8,0.32,10,Poor
1186,1290,481,4.3,0.25,23,Poor
1187,110,59,3.4,0.06,44,Poor
1188,988,650,4.0,0.0,73,Average
1189,1689,674,3.3,0.06,33,Poor
1190,4170,100,5.0,0.48,10,Poor
1191,4276,2824,4.4,0.38,56,Poor
1192,3619,1957,4.0,0.48,28,Poor
1193,1302,889,3.6,0.02,21,Average
1194,4253,826,4.0,0.34,32,Poor
1195,221,162,3.4,0.02,71,Poor
1196,1508,1096,2.6,0.39,48,Poor
1197,3599,3051,3.5,0.19,95,Poor
1198,4247,723,4.8,0.05,22,Average
1199,2372,2083,4.1,0.28,68,Poor
1200,1686,1403,2.7,0.14,94,Poor
1201,3165,506,4.7,0.33,28,Poor
1202,4140,3929,3.2,0.33,5,Poor
1203,3054,725,3.1,0.35,51,Poor
1204,379,160,3.2,0.5,88,Poor
1205,3690,639,3.9,0.19,88,Average
1206,3944,3906,3.9,0.23,94,Poor
1207,4157,3086,3.7,0.4,13,Poor
1208,1391,796,4.3,0.29,16,Poor
1209,3713,466,3.3,0.02,79,Poor
1210,265,53,4.5,0.42,27,Poor
1211,388,228,2.9,0.03,8,Poor
1212,4112,1518,4.5,0.09,65,Average
1213,2758,2480,4.2,0.05,3,Good
1214,3202,2744,4.2,0.04,19,Good
1215,1800,1470,3.7,0.01,40,Average
1216,2471,1897,4.2,0.03,35,Average
1217,759,390,2.7,0.22,5,Poor
1218,3776,2731,4.6,0.13,64,Average
1219,3692,2357,2.6,0.06,49,Poor
1220,4043,3523,2.9,0.33,63,Poor
1221,538,287,3.9,0.11,2,Average
1222,96,42,4.3,0.01,36,Average
1223,3409,1762,2.7,0.21,2,Poor
1224,4923,1420,4.8,0.16,32,Average
1225,4856,2675,4.9,0.16,58,Average
1226,450,448,4.0,0.22,14,Poor
1227,4040,2437,3.7,0.33,55,Poor
1228,3207,724,4.4,0.31,60,Poor
1229,4395,845,3.3,0.47,67,Poor
1230,440,408,3.7,0.26,78,Poor
1231,3903,396,4.8,0.24,70,Poor
1232,4480,992,4.9,0.11,67,Average
1233,678,137,4.8,0.38,61,Poor
1234,4282,3096,3.2,0.07,66,Poor
1235,2980,463,3.1,0.25,22,Poor
1236,1571,1395,3.2,0.21,13,Poor
1237,876,774,3.6,0.33,5,Poor
1238,4872,3624,3.3,0.46,32,Poor
1239,1550,659,3.4,0.47,8,Poor
1240,3344,2191,4.1,0.08,11,Good
1241,2469,1320,4.4,0.13,98,Average
1242,984,841,4.3,0.41,94,Poor
1243,3092,2731,4.5,0.26,50,Poor
1244,4547,2427,2.6,0.23,2,Poor
1245,1516,642,2.6,0.36,55,Poor
1246,3611,1512,4.5,0.3,45,Poor
1247,664,647,3.8,0.49,35,Poor
1248,1232,1100,3.9,0.29,12,Poor
1249,3273,1939,2.6,0.23,12,Poor
1250,2717,938,3.1,0.27,57,Poor
1251,180,169,4.1,0.4,97,Poor
1252,3033,2519,4.6,0.31,84,Poor
1253,4328,4235,4.8,0.32,33,Poor
1254,4509,601,3.8,0.49,42,Poor
1255,88,47,3.9,0.31,27,Poor
1256,4009,3442,4.6,0.19,55,Average
1257,3637,2166,3.8,0.35,46,Poor
1258,970,186,3.8,0.33,34,Poor
1259,2819,1706,4.8,0.01,77,Average
1260,4161,3929,4.5,0.23,81,Poor
1261,542,533,4.8,0.37,18,Poor
1262,1181,683,3.0,0.25,82,Poor
1263,3571,420,3.8,0.39,96,Poor
1264,360,84,4.6,0.23,50,Poor
1265,788,345,2.8,0.49,98,Poor
1266,3291,2648,4.5,0.15,19,Average
1267,595,266,3.0,0.05,28,Poor
1268,2511,2501,4.5,0.22,71,Poor
1269,4396,3359,4.0,0.27,88,Poor
1270,4904,3030,3.0,0.17,80,Poor
1271,1854,643,3.7,0.12,64,Average
1272,3262,2388,4.2,0.34,37,Poor
1273,3860,1859,4.1,0.19,48,Average
1274,863,81,3.6,0.32,93,Poor
1275,4174,3711,4.7,0.39,27,Poor
1276,2082,272,3.8,0.38,32,Poor
1277,4622,1412,3.8,0.19,12,Average
1278,4463,3770,2.7,0.28,87,Poor
1279,294,179,4.8,0.22,43,Poor
1280,4893,3028,2.9,0.44,85,Poor
1281,4842,4320,3.8,0.44,51,Poor
1282,321,286,4.5,0.17,76,Average
1283,3561,1181,3.0,0.05,75,Poor
1284,1821,1411,3.8,0.08,40,Average
1285,1312,877,3.1,0.18,48,Poor
1286,2474,779,4.4,0.28,6,Poor
1287,4411,2788,3.9,0.33,35,Poor
1288,970,36,4.6,0.17,92,Average
1289,3480,2135,4.7,0.33,92,Poor
1290,4485,4248,4.1,0.47,25,Poor
1291,4534,1743,4.3,0.33,26,Poor
1292,2674,449,3.9,0.08,23,Average
1293,3810,2375,3.5,0.29,94,Poor
1294,2100,1217,4.1,0.27,70,Poor
1295,3550,2479,4.8,0.44,80,Poor
1296,1215,116,3.5,0.18,32,Poor
1297,425,190,3.3,0.21,97,Poor
1298,2083,1197,3.5,0.3,17,Poor
1299,195,67,3.6,0.26,4,Poor
1300,4438,1328,2.7,0.36,0,Poor
1301,481,46,3.7,0.02,70,Average
1302,754,421,3.7,0.28,97,Poor
1303,2682,1403,4.0,0.06,2,Average
1304,4544,2269,3.4,0.16,35,Poor
1305,1013,781,4.0,0.33,34,Poor
